english,japanese,part_of_speech,grade,unit_id
ability,能力,noun,3,8
access,アクセス,noun,3,8
account,説明,noun,3,8
achievement,達成,noun,3,8
analysis,分析,noun,3,8
application,応用,noun,3,8
argument,議論,noun,3,8
aspect,側面,noun,3,8
assignment,課題,noun,3,8
authority,権威,noun,3,8
background,背景,noun,3,8
behavior,行動,noun,3,8
capacity,能力,noun,3,8
category,分類,noun,3,8
circumstance,状況,noun,3,8
concept,概念,noun,3,8
conclusion,結論,noun,3,8
confidence,自信,noun,3,8
connection,つながり,noun,3,8
consequence,結果,noun,3,8
context,文脈,noun,3,8
contribution,貢献,noun,3,8
decision,決定,noun,3,8
definition,定義,noun,3,8
detail,詳細,noun,3,8
discussion,議論,noun,3,8
effectiveness,有効性,noun,3,8
efficiency,効率,noun,3,8
environment,環境,noun,3,8
evidence,証拠,noun,3,8
expectation,期待,noun,3,8
factor,要因,noun,3,8
focus,焦点,noun,3,8
function,機能,noun,3,8
goal,目標,noun,3,8
impact,影響,noun,3,8
importance,重要性,noun,3,8
impression,印象,noun,3,8
information,情報,noun,3,8
interaction,相互作用,noun,3,8
knowledge,知識,noun,3,8
limit,限界,noun,3,8
method,方法,noun,3,8
motivation,動機,noun,3,8
objective,目的,noun,3,8
observation,観察,noun,3,8
opinion,意見,noun,3,8
option,選択肢,noun,3,8
pattern,パターン,noun,3,8
performance,成果,noun,3,8
perspective,視点,noun,3,8
policy,方針,noun,3,8
position,立場,noun,3,8
potential,可能性,noun,3,8
priority,優先,noun,3,8
procedure,手順,noun,3,8
process,過程,noun,3,8
productivity,生産性,noun,3,8
purpose,目的,noun,3,8
reaction,反応,noun,3,8
relationship,関係,noun,3,8
requirement,要件,noun,3,8
resource,資源,noun,3,8
result,結果,noun,3,8
role,役割,noun,3,8
significance,重要性,noun,3,8
skill,技能,noun,3,8
solution,解決,noun,3,8
strategy,戦略,noun,3,8
structure,構造,noun,3,8
success,成功,noun,3,8
support,支援,noun,3,8
system,制度,noun,3,8
task,課題,noun,3,8
theory,理論,noun,3,8
trend,傾向,noun,3,8
value,価値,noun,3,8
viewpoint,観点,noun,3,8
apply,適用する,verb,3,8
assume,仮定する,verb,3,8
build,構築する,verb,3,8
clarify,明確にする,verb,3,8
combine,組み合わせる,verb,3,8
compare,比較する,verb,3,8
confirm,確認する,verb,3,8
consider,考慮する,verb,3,8
construct,構築する,verb,3,8
demonstrate,実証する,verb,3,8
determine,決定する,verb,3,8
develop,発展させる,verb,3,8
enhance,高める,verb,3,8
examine,調べる,verb,3,8
expand,拡大する,verb,3,8
explore,探求する,verb,3,8
identify,特定する,verb,3,8
improve,改善する,verb,3,8
indicate,示す,verb,3,8
interpret,解釈する,verb,3,8
maintain,維持する,verb,3,8
measure,測る,verb,3,8
observe,観察する,verb,3,8
organize,整理する,verb,3,8
predict,予測する,verb,3,8
present,提示する,verb,3,8
recognize,認識する,verb,3,8
reflect,反映する,verb,3,8
respond,応答する,verb,3,8
review,見直す,verb,3,8
select,選択する,verb,3,8
solve,解決する,verb,3,8
summarize,要約する,verb,3,8
support,支援する,verb,3,8
