english,japanese,part_of_speech,grade,unit_id
accuracy_rate,正確率,noun,3,13
action_plan,行動計画,noun,3,13
adaptive,適応的な,adjective,3,13
alignment,整合,noun,3,13
analytical,分析的な,adjective,3,13
applicable,適用可能な,adjective,3,13
assurance,保証,noun,3,13
baseline,基準,noun,3,13
benchmark,基準値,noun,3,13
capable_of,〜できる,adjective,3,13
clarification,明確化,noun,3,13
collaboration,協働,noun,3,13
competency,能力,noun,3,13
comprehensive,包括的な,adjective,3,13
consumption_rate,消費率,noun,3,13
contextual,文脈上の,adjective,3,13
continuous,継続的な,adjective,3,13
conversion_rate,転換率,noun,3,13
core_value,核心価値,noun,3,13
data_set,データ集合,noun,3,13
decision_making,意思決定,noun,3,13
deliverable,成果物,noun,3,13
dependency_rate,依存度,noun,3,13
detailed_analysis,詳細分析,noun,3,13
digitalization,デジタル化,noun,3,13
efficiency_rate,効率率,noun,3,13
engagement_rate,関与率,noun,3,13
evaluation_method,評価方法,noun,3,13
execution_plan,実行計画,noun,3,13
expected_value,期待値,noun,3,13
feature_set,機能集合,noun,3,13
feedback_loop,フィードバック循環,noun,3,13
flexibility_level,柔軟性レベル,noun,3,13
growth_rate,成長率,noun,3,13
high_quality,高品質な,adjective,3,13
impact_factor,影響係数,noun,3,13
improvement_plan,改善計画,noun,3,13
input_data,入力データ,noun,3,13
key_factor,重要要因,noun,3,13
knowledge_base,知識基盤,noun,3,13
learning_curve,学習曲線,noun,3,13
long_term_goal,長期目標,noun,3,13
management_system,管理体系,noun,3,13
market_value,市場価値,noun,3,13
measurable,測定可能な,adjective,3,13
methodology,手法,noun,3,13
model_based,モデルベースの,adjective,3,13
monitoring_system,監視システム,noun,3,13
objective_function,目的関数,noun,3,13
operational,運用の,adjective,3,13
optimization_model,最適化モデル,noun,3,13
output_result,出力結果,noun,3,13
performance_metric,性能指標,noun,3,13
process_flow,工程フロー,noun,3,13
product_value,製品価値,noun,3,13
quality_control,品質管理,noun,3,13
real_time,リアルタイムの,adjective,3,13
reduction_rate,削減率,noun,3,13
reliability_level,信頼度,noun,3,13
resource_allocation,資源配分,noun,3,13
risk_management,リスク管理,noun,3,13
scalable,拡張可能な,adjective,3,13
short_term_plan,短期計画,noun,3,13
solution_based,解決志向の,adjective,3,13
standardized,標準化された,adjective,3,13
strategic,戦略的な,adjective,3,13
system_design,システム設計,noun,3,13
target_value,目標値,noun,3,13
technical_skill,技術技能,noun,3,13
time_frame,時間枠,noun,3,13
trend_analysis,傾向分析,noun,3,13
user_experience,ユーザー体験,noun,3,13
value_creation,価値創造,noun,3,13
workflow,作業工程,noun,3,13
